Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"attacks",0,1,0.000,1.000,0.250,0.750
"mormon",0,1,0.000,1.000,0.250,0.750
"teens",0,1,0.000,1.000,0.250,0.750
"arizona",0,1,0.000,1.000,0.250,0.750
"hitler",0,1,0.000,1.000,0.250,0.750
"doll",0,1,0.000,1.000,0.250,0.750
"story",0,1,0.000,1.000,0.250,0.750
"hoaxed",0,1,0.000,1.000,0.250,0.750
"toronto",0,3,0.000,1.000,0.125,0.875
"pursues",0,1,0.000,1.000,0.250,0.750
"legal",0,1,0.000,1.000,0.250,0.750
"action",0,1,0.000,1.000,0.250,0.750
"mayor",0,1,0.000,1.000,0.250,0.750
"japanese",0,2,0.000,1.000,0.167,0.833
"riot",0,1,0.000,1.000,0.250,0.750
"deployed",0,1,0.000,1.000,0.250,0.750
"consulates",0,1,0.000,1.000,0.250,0.750
"mets",0,2,0.000,1.000,0.167,0.833
"optimism",0,1,0.000,1.000,0.250,0.750
"building",0,1,0.000,1.000,0.250,0.750
"barcelona",0,1,0.000,1.000,0.250,0.750
"damaged",0,1,0.000,1.000,0.250,0.750
"explosion",0,1,0.000,1.000,0.250,0.750
"radiation",0,1,0.000,1.000,0.250,0.750
"ex-spy",0,1,0.000,1.000,0.250,0.750
"alexander",0,1,0.000,1.000,0.250,0.750
"litvinenko",0,1,0.000,1.000,0.250,0.750
"caterpillars",0,1,0.000,1.000,0.250,0.750
"temporary",0,1,0.000,1.000,0.250,0.750
"closure",0,2,0.000,1.000,0.167,0.833
"wisconsin",0,1,0.000,1.000,0.250,0.750
"state",0,2,0.000,1.000,0.167,0.833
"guinea",0,1,0.000,1.000,0.250,0.750
"arrests",0,2,0.000,1.000,0.167,0.833
"soldiers",0,1,0.000,1.000,0.250,0.750
"connection",0,1,0.000,1.000,0.250,0.750
"attempted",0,1,0.000,1.000,0.250,0.750
"assassination",0,1,0.000,1.000,0.250,0.750
"ioc",0,1,0.000,1.000,0.250,0.750
"lifts",0,1,0.000,1.000,0.250,0.750
"iraqi",0,1,0.000,1.000,0.250,0.750
"athletes",0,1,0.000,1.000,0.250,0.750
"participating",0,1,0.000,1.000,0.250,0.750
"beijing",0,2,0.000,1.000,0.167,0.833
"olympics",0,1,0.000,1.000,0.250,0.750
"deadly",0,1,0.000,1.000,0.250,0.750
"dayton",0,1,0.000,1.000,0.250,0.750
"ohio",0,1,0.000,1.000,0.250,0.750
"air",0,2,0.000,1.000,0.167,0.833
"killings",0,2,0.000,1.000,0.167,0.833
"computer",0,2,0.000,1.000,0.167,0.833
"professionals",0,1,0.000,1.000,0.250,0.750
"celebrate",0,1,0.000,1.000,0.250,0.750
"10th",0,1,0.000,1.000,0.250,0.750
"a.l.i.c.e.",0,1,0.000,1.000,0.250,0.750
":",0,1,0.000,1.000,0.250,0.750
"policy",0,1,0.000,1.000,0.250,0.750
"renewable",0,1,0.000,1.000,0.250,0.750
"launched",0,1,0.000,1.000,0.250,0.750
"newspaper",0,1,0.000,1.000,0.250,0.750
"ads",0,2,0.000,1.000,0.167,0.833
"expected",0,2,0.000,1.000,0.167,0.833
"30%",0,1,0.000,1.000,0.250,0.750
"drop",0,1,0.000,1.000,0.250,0.750
"uk",0,2,0.000,1.000,0.167,0.833
"discover",0,1,0.000,1.000,0.250,0.750
"multiple",0,1,0.000,1.000,0.250,0.750
"antibiotics",0,1,0.000,1.000,0.250,0.750
"used",0,1,0.000,1.000,0.250,0.750
"fungus-farming",0,1,0.000,1.000,0.250,0.750
"ants",0,1,0.000,1.000,0.250,0.750
"protect",0,1,0.000,1.000,0.250,0.750
"colonies",0,1,0.000,1.000,0.250,0.750
"shuttle",0,1,0.000,1.000,0.250,0.750
"discovery",0,1,0.000,1.000,0.250,0.750
"delayed",0,1,0.000,1.000,0.250,0.750
"largest",0,1,0.000,1.000,0.250,0.750
"known",0,1,0.000,1.000,0.250,0.750
"prime",0,2,0.000,1.000,0.167,0.833
"numbers",0,1,0.000,1.000,0.250,0.750
"discovered",0,1,0.000,1.000,0.250,0.750
"apart",0,1,0.000,1.000,0.250,0.750
"qualifies",0,1,0.000,1.000,0.250,0.750
"$100k",0,1,0.000,1.000,0.250,0.750
"prize",0,1,0.000,1.000,0.250,0.750
"suburb",0,1,0.000,1.000,0.250,0.750
"vibrant",0,1,0.000,1.000,0.250,0.750
"strings",0,1,0.000,1.000,0.250,0.750
"weapons",0,2,0.000,1.000,0.167,0.833
"faslane",0,1,0.000,1.000,0.250,0.750
"leads",0,1,0.000,1.000,0.250,0.750
"47",0,1,0.000,1.000,0.250,0.750
"vice",0,1,0.000,1.000,0.250,0.750
"biden",0,1,0.000,1.000,0.250,0.750
"sanctions",0,1,0.000,1.000,0.250,0.750
"likely",0,1,0.000,1.000,0.250,0.750
"may",0,2,0.000,1.000,0.167,0.833
"f.b.i.",0,2,0.000,1.000,0.167,0.833
"lab",0,1,0.000,1.000,0.250,0.750
"houses",0,1,0.000,1.000,0.250,0.750
"growing",0,1,0.000,1.000,0.250,0.750
"database",0,1,0.000,1.000,0.250,0.750
"dna",0,2,0.000,1.000,0.167,0.833
"profiles",0,1,0.000,1.000,0.250,0.750
"strong",0,1,0.000,1.000,0.250,0.750
"india",0,1,0.000,1.000,0.250,0.750
"elizabeth",0,1,0.000,1.000,0.250,0.750
"ii",0,1,0.000,1.000,0.250,0.750
"annuls",0,1,0.000,1.000,0.250,0.750
"fred",0,1,0.000,1.000,0.250,0.750
"goodwin",0,1,0.000,1.000,0.250,0.750
"knighthood",0,1,0.000,1.000,0.250,0.750
"anti-tax",0,1,0.000,1.000,0.250,0.750
"tea",0,1,0.000,1.000,0.250,0.750
"parties",0,1,0.000,1.000,0.250,0.750
"usa",0,1,0.000,1.000,0.250,0.750
"e.p.a.",0,1,0.000,1.000,0.250,0.750
"regulate",0,1,0.000,1.000,0.250,0.750
"carbon",0,1,0.000,1.000,0.250,0.750
"dioxide",0,1,0.000,1.000,0.250,0.750
"heat-trapping",0,1,0.000,1.000,0.250,0.750
"gases",0,1,0.000,1.000,0.250,0.750
"g.o.p.",0,2,0.000,1.000,0.167,0.833
"utah",0,3,0.000,1.000,0.125,0.875
"kers",0,1,0.000,1.000,0.250,0.750
"formula",0,2,0.000,1.000,0.167,0.833
"boost",0,1,0.000,1.000,0.250,0.750
"backfire?",0,1,0.000,1.000,0.250,0.750
"chinese",0,1,0.000,1.000,0.250,0.750
"exports",0,1,0.000,1.000,0.250,0.750
"22.6%",0,1,0.000,1.000,0.250,0.750
"officials",0,1,0.000,1.000,0.250,0.750
"migrant",0,1,0.000,1.000,0.250,0.750
"calais",0,1,0.000,1.000,0.250,0.750
"directv",0,1,0.000,1.000,0.250,0.750
"tunes",0,1,0.000,1.000,0.250,0.750
"trio",0,1,0.000,1.000,0.250,0.750
"network",0,1,0.000,1.000,0.250,0.750
"limbo",0,1,0.000,1.000,0.250,0.750
"somali",0,1,0.000,1.000,0.250,0.750
"radio",0,1,0.000,1.000,0.250,0.750
"stations",0,1,0.000,1.000,0.250,0.750
"stopped",0,1,0.000,1.000,0.250,0.750
"playing",0,1,0.000,1.000,0.250,0.750
"militants",0,2,0.000,1.000,0.167,0.833
"presidential",0,2,0.000,1.000,0.167,0.833
"gene",0,1,0.000,1.000,0.250,0.750
"amondson",0,1,0.000,1.000,0.250,0.750
"stroke",0,2,0.000,1.000,0.167,0.833
"tour",0,3,0.000,1.000,0.125,0.875
"de",0,2,0.000,1.000,0.167,0.833
"taispo",0,1,0.000,1.000,0.250,0.750
"cycle:",0,1,0.000,1.000,0.250,0.750
"3-in-1",0,1,0.000,1.000,0.250,0.750
"preview",0,1,0.000,1.000,0.250,0.750
"flooding",0,1,0.000,1.000,0.250,0.750
"91",0,1,0.000,1.000,0.250,0.750
"sandy",0,1,0.000,1.000,0.250,0.750
"strip",0,1,0.000,1.000,0.250,0.750
"tales",0,1,0.000,1.000,0.250,0.750
"suffering",0,2,0.000,1.000,0.167,0.833
"traps",0,1,0.000,1.000,0.250,0.750
"thousands",0,3,0.000,1.000,0.125,0.875
"forgoing",0,1,0.000,1.000,0.250,0.750
"misadventures",0,1,0.000,1.000,0.250,0.750
"quietly",0,1,0.000,1.000,0.250,0.750
"instead",0,1,0.000,1.000,0.250,0.750
"warns",0,2,0.000,1.000,0.167,0.833
"israeli",0,4,0.000,1.000,0.100,0.900
"invasion",0,1,0.000,1.000,0.250,0.750
"uninvited",0,1,0.000,1.000,0.250,0.750
"passes",0,1,0.000,1.000,0.250,0.750
"checkpoint",0,1,0.000,1.000,0.250,0.750
"crashes",0,2,0.000,1.000,0.167,0.833
"dinner",0,1,0.000,1.000,0.250,0.750
"raised",0,2,0.000,1.000,0.167,0.833
"mccain's",0,1,0.000,1.000,0.250,0.750
"choice",0,1,0.000,1.000,0.250,0.750
"palin",0,1,0.000,1.000,0.250,0.750
"aides",0,1,0.000,1.000,0.250,0.750
"insist",0,1,0.000,1.000,0.250,0.750
"thorough",0,1,0.000,1.000,0.250,0.750
"vetting",0,1,0.000,1.000,0.250,0.750
"process",0,1,0.000,1.000,0.250,0.750
"lange",0,1,0.000,1.000,0.250,0.750
"zealand",0,1,0.000,1.000,0.250,0.750
"minister",0,1,0.000,1.000,0.250,0.750
"63",0,1,0.000,1.000,0.250,0.750
"alesis",0,1,0.000,1.000,0.250,0.750
"tapelink",0,1,0.000,1.000,0.250,0.750
"moves",0,1,0.000,1.000,0.250,0.750
"songs",0,1,0.000,1.000,0.250,0.750
"cassette",0,1,0.000,1.000,0.250,0.750
"cd",0,1,0.000,1.000,0.250,0.750
"citigroup",0,1,0.000,1.000,0.250,0.750
"shakes",0,1,0.000,1.000,0.250,0.750
"management",0,1,0.000,1.000,0.250,0.750
"artist",0,1,0.000,1.000,0.250,0.750
"defies",0,1,0.000,1.000,0.250,0.750
"web",0,2,0.000,1.000,0.167,0.833
"censors",0,1,0.000,1.000,0.250,0.750
"rebuke",0,1,0.000,1.000,0.250,0.750
"china",0,1,0.000,1.000,0.250,0.750
"blackberry",0,1,0.000,1.000,0.250,0.750
"maker",0,1,0.000,1.000,0.250,0.750
"forecasts",0,1,0.000,1.000,0.250,0.750
"disappointing",0,1,0.000,1.000,0.250,0.750
"vermont",0,1,0.000,1.000,0.250,0.750
"senate",0,1,0.000,1.000,0.250,0.750
"panel",0,1,0.000,1.000,0.250,0.750
"same-sex",0,1,0.000,1.000,0.250,0.750
"bush",0,1,0.000,1.000,0.250,0.750
"visits",0,1,0.000,1.000,0.250,0.750
"stars",0,1,0.000,1.000,0.250,0.750
"aishwarya",0,1,0.000,1.000,0.250,0.750
"rai",0,1,0.000,1.000,0.250,0.750
"abhishek",0,1,0.000,1.000,0.250,0.750
"bachchan",0,1,0.000,1.000,0.250,0.750
"must",0,1,0.000,1.000,0.250,0.750
"investigate",0,1,0.000,1.000,0.250,0.750
"abductions",0,1,0.000,1.000,0.250,0.750
"journalists",0,1,0.000,1.000,0.250,0.750
"swedish",0,1,0.000,1.000,0.250,0.750
"foreign",0,1,0.000,1.000,0.250,0.750
"ministers",0,1,0.000,1.000,0.250,0.750
"standpoint",0,1,0.000,1.000,0.250,0.750
"subtle",0,1,0.000,1.000,0.250,0.750
"less",0,1,0.000,1.000,0.250,0.750
"grace",0,1,0.000,1.000,0.250,0.750
"magazine",0,1,0.000,1.000,0.250,0.750
"flexibility",0,1,0.000,1.000,0.250,0.750
"labels",0,1,0.000,1.000,0.250,0.750
"start-ups",0,1,0.000,1.000,0.250,0.750
"thrive",0,1,0.000,1.000,0.250,0.750
"sees",0,1,0.000,1.000,0.250,0.750
"smaller",0,1,0.000,1.000,0.250,0.750
"g.m.",0,3,0.000,1.000,0.125,0.875
"future",0,1,0.000,1.000,0.250,0.750
"control",0,1,0.000,1.000,0.250,0.750
"series",0,1,0.000,1.000,0.250,0.750
"rangers",0,1,0.000,1.000,0.250,0.750
"struggle",0,1,0.000,1.000,0.250,0.750
"contain",0,1,0.000,1.000,0.250,0.750
"avery",0,1,0.000,1.000,0.250,0.750
"parched",0,1,0.000,1.000,0.250,0.750
"worries",0,1,0.000,1.000,0.250,0.750
"economy",0,1,0.000,1.000,0.250,0.750
"grow",0,1,0.000,1.000,0.250,0.750
"die",0,1,0.000,1.000,0.250,0.750
"philippine",0,1,0.000,1.000,0.250,0.750
"ferry",0,1,0.000,1.000,0.250,0.750
"attend",0,1,0.000,1.000,0.250,0.750
"anti-war",0,1,0.000,1.000,0.250,0.750
"protests",0,2,0.000,1.000,0.167,0.833
"glasgow",0,1,0.000,1.000,0.250,0.750
"a.m.d.",0,1,0.000,1.000,0.250,0.750
"reports",0,1,0.000,1.000,0.250,0.750
"narrower",0,1,0.000,1.000,0.250,0.750
"loss",0,2,0.000,1.000,0.167,0.833
"chess",0,1,0.000,1.000,0.250,0.750
"champion",0,1,0.000,1.000,0.250,0.750
"fritzed",0,1,0.000,1.000,0.250,0.750
"returned",0,1,0.000,1.000,0.250,0.750
"consider",0,1,0.000,1.000,0.250,0.750
"fta",0,1,0.000,1.000,0.250,0.750
"amendment",0,1,0.000,1.000,0.250,0.750
"scientist",0,1,0.000,1.000,0.250,0.750
"he",0,1,0.000,1.000,0.250,0.750
"predicted",0,1,0.000,1.000,0.250,0.750
"ignored",0,1,0.000,1.000,0.250,0.750
"plate",0,1,0.000,1.000,0.250,0.750
"speaking",0,1,0.000,1.000,0.250,0.750
"driver",0,1,0.000,1.000,0.250,0.750
"state?",0,1,0.000,1.000,0.250,0.750
"algerian",0,1,0.000,1.000,0.250,0.750
"teen",0,1,0.000,1.000,0.250,0.750
"falls",0,1,0.000,1.000,0.250,0.750
"mecca;",0,1,0.000,1.000,0.250,0.750
"rape",0,1,0.000,1.000,0.250,0.750
"suspected",0,1,0.000,1.000,0.250,0.750
"european",0,2,0.000,1.000,0.167,0.833
"shares",0,1,0.000,1.000,0.250,0.750
"mixed",0,1,0.000,1.000,0.250,0.750
"mi5",0,1,0.000,1.000,0.250,0.750
"critical",0,1,0.000,1.000,0.250,0.750
"h5n1",0,1,0.000,1.000,0.250,0.750
"avian",0,1,0.000,1.000,0.250,0.750
"virus",0,1,0.000,1.000,0.250,0.750
"mutated",0,1,0.000,1.000,0.250,0.750
"northern",0,1,0.000,1.000,0.250,0.750
"ireland",0,1,0.000,1.000,0.250,0.750
"loyalist",0,1,0.000,1.000,0.250,0.750
"lays",0,1,0.000,1.000,0.250,0.750
"arms",0,1,0.000,1.000,0.250,0.750
"rain",0,1,0.000,1.000,0.250,0.750
"dustin",0,1,0.000,1.000,0.250,0.750
"johnson",0,1,0.000,1.000,0.250,0.750
"pebble",0,1,0.000,1.000,0.250,0.750
"beach",0,1,0.000,1.000,0.250,0.750
"race",0,2,0.000,1.000,0.167,0.833
"lost",0,1,0.000,1.000,0.250,0.750
"shoe",0,1,0.000,1.000,0.250,0.750
"penn",0,1,0.000,1.000,0.250,0.750
"relays",0,1,0.000,1.000,0.250,0.750
"welfare",0,1,0.000,1.000,0.250,0.750
"prosecutes",0,1,0.000,1.000,0.250,0.750
"threw",0,1,0.000,1.000,0.250,0.750
"bin",0,2,0.000,1.000,0.167,0.833
"melbourne",0,1,0.000,1.000,0.250,0.750
"victory",0,1,0.000,1.000,0.250,0.750
"perth",0,1,0.000,1.000,0.250,0.750
"glory",0,1,0.000,1.000,0.250,0.750
"survivor",0,1,0.000,1.000,0.250,0.750
"both",0,1,0.000,1.000,0.250,0.750
"hiroshima",0,1,0.000,1.000,0.250,0.750
"nagasaki",0,1,0.000,1.000,0.250,0.750
"atomic",0,1,0.000,1.000,0.250,0.750
"bombings",0,1,0.000,1.000,0.250,0.750
"aged",0,2,0.000,1.000,0.167,0.833
"haitian",0,1,0.000,1.000,0.250,0.750
"supreme",0,1,0.000,1.000,0.250,0.750
"simeus",0,1,0.000,1.000,0.250,0.750
"eligible",0,1,0.000,1.000,0.250,0.750
"jihadis",0,1,0.000,1.000,0.250,0.750
"insurgents",0,1,0.000,1.000,0.250,0.750
"expand",0,2,0.000,1.000,0.167,0.833
"increasingly",0,1,0.000,1.000,0.250,0.750
"sophisticated",0,1,0.000,1.000,0.250,0.750
"homemade",0,1,0.000,1.000,0.250,0.750
"bombs",0,1,0.000,1.000,0.250,0.750
"philanthropist",0,1,0.000,1.000,0.250,0.750
"brooke",0,1,0.000,1.000,0.250,0.750
"astor",0,1,0.000,1.000,0.250,0.750
"105",0,1,0.000,1.000,0.250,0.750
"policeman",0,1,0.000,1.000,0.250,0.750
"g20",0,1,0.000,1.000,0.250,0.750
"unveils",0,1,0.000,1.000,0.250,0.750
"macbook",0,1,0.000,1.000,0.250,0.750
"laptops",0,1,0.000,1.000,0.250,0.750
"ilife",0,1,0.000,1.000,0.250,0.750
"suite",0,1,0.000,1.000,0.250,0.750
"already",0,1,0.000,1.000,0.250,0.750
"brace",0,1,0.000,1.000,0.250,0.750
"woes",0,1,0.000,1.000,0.250,0.750
"running",0,1,0.000,1.000,0.250,0.750
"legendary",0,1,0.000,1.000,0.250,0.750
"silverstone",0,1,0.000,1.000,0.250,0.750
"track",0,1,0.000,1.000,0.250,0.750
"uncertain",0,1,0.000,1.000,0.250,0.750
"golf",0,1,0.000,1.000,0.250,0.750
"thriving",0,1,0.000,1.000,0.250,0.750
"orleans",0,1,0.000,1.000,0.250,0.750
"pm",0,2,0.000,1.000,0.167,0.833
"sharon",0,1,0.000,1.000,0.250,0.750
"mild",0,1,0.000,1.000,0.250,0.750
"planet",0,1,0.000,1.000,0.250,0.750
"habitable",0,1,0.000,1.000,0.250,0.750
"zone",0,1,0.000,1.000,0.250,0.750
"imperial",0,1,0.000,1.000,0.250,0.750
"tobacco",0,1,0.000,1.000,0.250,0.750
"2000",0,1,0.000,1.000,0.250,0.750
"settle",0,1,0.000,1.000,0.250,0.750
"ronaldo-messi",0,1,0.000,1.000,0.250,0.750
"spread",0,1,0.000,1.000,0.250,0.750
"kandahar",0,1,0.000,1.000,0.250,0.750
"qur'an",0,1,0.000,1.000,0.250,0.750
"burning",0,1,0.000,1.000,0.250,0.750
"drunken",0,1,0.000,1.000,0.250,0.750
"passenger",0,1,0.000,1.000,0.250,0.750
"triggers",0,1,0.000,1.000,0.250,0.750
"uk-dominican",0,1,0.000,1.000,0.250,0.750
"republic",0,1,0.000,1.000,0.250,0.750
"flight's",0,1,0.000,1.000,0.250,0.750
"diversion",0,1,0.000,1.000,0.250,0.750
"bermuda",0,1,0.000,1.000,0.250,0.750
"nearly",0,1,0.000,1.000,0.250,0.750
"base",0,1,0.000,1.000,0.250,0.750
"fewer",0,1,0.000,1.000,0.250,0.750
"letters",0,1,0.000,1.000,0.250,0.750
"mailbox",0,1,0.000,1.000,0.250,0.750
"indonesian",0,1,0.000,1.000,0.250,0.750
"volcano",0,1,0.000,1.000,0.250,0.750
"eruption",0,1,0.000,1.000,0.250,0.750
"evacuate",0,1,0.000,1.000,0.250,0.750
"snowboarders",0,1,0.000,1.000,0.250,0.750
"qualifying",0,1,0.000,1.000,0.250,0.750
"slippery",0,1,0.000,1.000,0.250,0.750
"slope",0,1,0.000,1.000,0.250,0.750
"palestinian",0,1,0.000,1.000,0.250,0.750
"donates",0,1,0.000,1.000,0.250,0.750
"organs",0,1,0.000,1.000,0.250,0.750
"patients",0,1,0.000,1.000,0.250,0.750
"staff",0,1,0.000,1.000,0.250,0.750
"bolivia",0,1,0.000,1.000,0.250,0.750
"barnes",0,1,0.000,1.000,0.250,0.750
"&",0,1,0.000,1.000,0.250,0.750
"noble",0,1,0.000,1.000,0.250,0.750
"earnings",0,1,0.000,1.000,0.250,0.750
"estimates",0,1,0.000,1.000,0.250,0.750
"olmert",0,1,0.000,1.000,0.250,0.750
"step",0,1,0.000,1.000,0.250,0.750
"september",0,1,0.000,1.000,0.250,0.750
"deaths",0,1,0.000,1.000,0.250,0.750
"african",0,1,0.000,1.000,0.250,0.750
"roads",0,1,0.000,1.000,0.250,0.750
"1215",0,1,0.000,1.000,0.250,0.750
"december",0,1,0.000,1.000,0.250,0.750
"2005",0,1,0.000,1.000,0.250,0.750
"divers",0,1,0.000,1.000,0.250,0.750
"bodies",0,1,0.000,1.000,0.250,0.750
"scapa",0,1,0.000,1.000,0.250,0.750
"flow",0,1,0.000,1.000,0.250,0.750
"clemens",0,1,0.000,1.000,0.250,0.750
"denies",0,1,0.000,1.000,0.250,0.750
"significant",0,1,0.000,1.000,0.250,0.750
"mineral",0,1,0.000,1.000,0.250,0.750
"wealth",0,1,0.000,1.000,0.250,0.750
"hiring",0,1,0.000,1.000,0.250,0.750
"isiah",0,1,0.000,1.000,0.250,0.750
"thomas",0,1,0.000,1.000,0.250,0.750
"angers",0,1,0.000,1.000,0.250,0.750
"f.i.u.",0,1,0.000,1.000,0.250,0.750
"faculty",0,1,0.000,1.000,0.250,0.750
"members",0,1,0.000,1.000,0.250,0.750
"gardner",0,1,0.000,1.000,0.250,0.750
"pleads",0,1,0.000,1.000,0.250,0.750
"chelsea",0,1,0.000,1.000,0.250,0.750
"king",0,1,0.000,1.000,0.250,0.750
"france:",0,1,0.000,1.000,0.250,0.750
"daniele",0,1,0.000,1.000,0.250,0.750
"bennati",0,1,0.000,1.000,0.250,0.750
"ibrahim",0,1,0.000,1.000,0.250,0.750
"ferrer",0,1,0.000,1.000,0.250,0.750
"cuban",0,1,0.000,1.000,0.250,0.750
"78",0,1,0.000,1.000,0.250,0.750
"post-mortem",0,1,0.000,1.000,0.250,0.750
"examination",0,1,0.000,1.000,0.250,0.750
"reveals",0,1,0.000,1.000,0.250,0.750
"stephen",0,1,0.000,1.000,0.250,0.750
"gately",0,1,0.000,1.000,0.250,0.750
"natural",0,1,0.000,1.000,0.250,0.750
"causes",0,1,0.000,1.000,0.250,0.750
"hser",0,1,0.000,1.000,0.250,0.750
"nar",0,1,0.000,1.000,0.250,0.750
"moo",0,1,0.000,1.000,0.250,0.750
"scuderi",0,1,0.000,1.000,0.250,0.750
"unlikely",0,1,0.000,1.000,0.250,0.750
"emerges",0,1,0.000,1.000,0.250,0.750
"penguins",0,1,0.000,1.000,0.250,0.750
"stabbing",0,1,0.000,1.000,0.250,0.750
"massachusetts",0,1,0.000,1.000,0.250,0.750
"leaves",0,1,0.000,1.000,0.250,0.750
"union",0,2,0.000,1.000,0.167,0.833
"fund",0,1,0.000,1.000,0.250,0.750
"scheme",0,1,0.000,1.000,0.250,0.750
"reduce",0,1,0.000,1.000,0.250,0.750
"aircraft",0,1,0.000,1.000,0.250,0.750
"emissions",0,1,0.000,1.000,0.250,0.750
"noise",0,1,0.000,1.000,0.250,0.750
"pollution",0,1,0.000,1.000,0.250,0.750
"states",0,1,0.000,1.000,0.250,0.750
"vastly",0,1,0.000,1.000,0.250,0.750
"databases",0,1,0.000,1.000,0.250,0.750
"leipheimer",0,1,0.000,1.000,0.250,0.750
"third",0,1,0.000,1.000,0.250,0.750
"consecutive",0,1,0.000,1.000,0.250,0.750
"transit",0,1,0.000,1.000,0.250,0.750
"threatens",0,1,0.000,1.000,0.250,0.750
"strike",0,1,0.000,1.000,0.250,0.750
"monday",0,1,0.000,1.000,0.250,0.750
"boeing",0,1,0.000,1.000,0.250,0.750
"expects",0,1,0.000,1.000,0.250,0.750
"fitting",0,1,0.000,1.000,0.250,0.750
"honor",0,1,0.000,1.000,0.250,0.750
"mentor",0,1,0.000,1.000,0.250,0.750
"ashe",0,1,0.000,1.000,0.250,0.750
"gibson",0,1,0.000,1.000,0.250,0.750
"empty",0,1,0.000,1.000,0.250,0.750
"tents",0,1,0.000,1.000,0.250,0.750
"open",0,2,0.000,1.000,0.167,0.833
"signal",0,1,0.000,1.000,0.250,0.750
"decline",0,1,0.000,1.000,0.250,0.750
"corporate",0,1,0.000,1.000,0.250,0.750
"spending",0,1,0.000,1.000,0.250,0.750
"serbian",0,1,0.000,1.000,0.250,0.750
"goal",0,1,0.000,1.000,0.250,0.750
"keeper",0,1,0.000,1.000,0.250,0.750
"debuts",0,1,0.000,1.000,0.250,0.750
"croatian",0,1,0.000,1.000,0.250,0.750
"club",0,1,0.000,1.000,0.250,0.750
"rijeka",0,1,0.000,1.000,0.250,0.750
"alleges",0,1,0.000,1.000,0.250,0.750
"prison",0,1,0.000,1.000,0.250,0.750
"ships",0,1,0.000,1.000,0.250,0.750
"lankan",0,1,0.000,1.000,0.250,0.750
"nears",0,1,0.000,1.000,0.250,0.750
"end",0,1,0.000,1.000,0.250,0.750
"peace",0,1,0.000,1.000,0.250,0.750
"distant",0,1,0.000,1.000,0.250,0.750
"arrested",0,1,0.000,1.000,0.250,0.750
"prostitution",0,1,0.000,1.000,0.250,0.750
"sting",0,1,0.000,1.000,0.250,0.750
"ellen",0,1,0.000,1.000,0.250,0.750
"m.",0,1,0.000,1.000,0.250,0.750
"iseman:",0,1,0.000,1.000,0.250,0.750
"finding",0,1,0.000,1.000,0.250,0.750
"yankee",0,1,0.000,1.000,0.250,0.750
"stadium",0,1,0.000,1.000,0.250,0.750
"charlie",0,1,0.000,1.000,0.250,0.750
"smoking",0,1,0.000,1.000,0.250,0.750
"chimpanzee",0,1,0.000,1.000,0.250,0.750
"52",0,1,0.000,1.000,0.250,0.750
"second",0,1,0.000,1.000,0.250,0.750
"longtime",0,1,0.000,1.000,0.250,0.750
"director",0,1,0.000,1.000,0.250,0.750
"resigns",0,1,0.000,1.000,0.250,0.750
"america",0,1,0.000,1.000,0.250,0.750
"exits",0,1,0.000,1.000,0.250,0.750
"venture",0,1,0.000,1.000,0.250,0.750
"toyota",0,1,0.000,1.000,0.250,0.750
"xl",0,1,0.000,1.000,0.250,0.750
"leisure",0,1,0.000,1.000,0.250,0.750
"enters",0,1,0.000,1.000,0.250,0.750
"truck",0,1,0.000,1.000,0.250,0.750
"carrying",0,1,0.000,1.000,0.250,0.750
"explosives",0,1,0.000,1.000,0.250,0.750
"explodes",0,1,0.000,1.000,0.250,0.750
"charles",0,1,0.000,1.000,0.250,0.750
"taylor",0,1,0.000,1.000,0.250,0.750
"speak",0,1,0.000,1.000,0.250,0.750
"trial",0,1,0.000,1.000,0.250,0.750
"justice",0,1,0.000,1.000,0.250,0.750
"roberts",0,1,0.000,1.000,0.250,0.750
"lawmakers",0,1,0.000,1.000,0.250,0.750
"stimulus",0,1,0.000,1.000,0.250,0.750
"here?",0,1,0.000,1.000,0.250,0.750
"let",0,1,0.000,1.000,0.250,0.750
"phone",0,1,0.000,1.000,0.250,0.750
"eldest",0,1,0.000,1.000,0.250,0.750
"khadr",0,1,0.000,1.000,0.250,0.750
"denied",0,1,0.000,1.000,0.250,0.750
"bail;",0,1,0.000,1.000,0.250,0.750
"purchased",0,1,0.000,1.000,0.250,0.750
"zimbabwe's",0,1,0.000,1.000,0.250,0.750
"delay",0,1,0.000,1.000,0.250,0.750
"serious",0,1,0.000,1.000,0.250,0.750
"implications",0,1,0.000,1.000,0.250,0.750
"secretary-general",0,1,0.000,1.000,0.250,0.750
"congressman",0,1,0.000,1.000,0.250,0.750
"altmire",0,1,0.000,1.000,0.250,0.750
"sopa",0,1,0.000,1.000,0.250,0.750
"heavy",0,1,0.000,1.000,0.250,0.750
"rains",0,1,0.000,1.000,0.250,0.750
"central",0,1,0.000,1.000,0.250,0.750
"southern",0,1,0.000,1.000,0.250,0.750
"chile",0,1,0.000,1.000,0.250,0.750
"aftershock",0,1,0.000,1.000,0.250,0.750
"takes",0,1,0.000,1.000,0.250,0.750
"place",0,1,0.000,1.000,0.250,0.750
"cnn",0,1,0.000,1.000,0.250,0.750
"typo",0,1,0.000,1.000,0.250,0.750
"mixes",0,1,0.000,1.000,0.250,0.750
"prospective",0,1,0.000,1.000,0.250,0.750
"osama",0,1,0.000,1.000,0.250,0.750
